title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres
Я хочу туфли,111006614,2014-06-24T12:00:00.000Z,Художественный,"ООО ""Реабилитационный центр ""Три сестры""",Россия,А.Симакова,Д.Санин,«16+» - для детей старше 16 лет,,,,,,
Мы не можем жить без космоса,114000114,2014-06-26T12:00:00.000Z,Анимационный,"ООО ""Студия анимационного кино ""Мельница""",Россия,К.Бронзит,"С.Сельянов, А.Боярский",«6+» - для детей старше 6 лет,,,,,7.8,"короткометражка,мультфильм"
СТАРТАП.,111003214,2014-03-26T12:00:00.000Z,Художественный,"ООО ""ДАНАИС ФИЛЬМ""",Россия,И.Сколков,И.Смолко,«12+» - для детей старше 12 лет,,,,,7.3,"триллер,криминал"
Годзилла.,221072214,2014-12-29T12:00:00.000Z,Художественный,"Уорнер Бразерс, Леджендари Пикчерз, Дисрапшн Интертейнмент, Тохо Компани",США - Япония,Гарет Эдвардс,"Джон Джашни, Томас Талл",«16+» - для детей старше 16 лет,,,,,6.1,"фантастика,боевик,триллер"
Годзилла.,221027314,2014-08-07T12:00:00.000Z,Художественный,"Уорнер Бразерс, Леджендари Пикчерз, Дисрапшн Интертейнмент, Тохо Компани",США - Япония,Гарет Эдвардс,"Джон Джашни, Томас Талл",«16+» - для детей старше 16 лет,,,,,6.1,"фантастика,боевик,триллер"
Годзилла.,121008714,2014-04-25T12:00:00.000Z,Художественный,"Уорнер Бразерс, Леджендари Пикчерз, Дисрапшн Интертейнмент, Тохо Компани",США - Япония,Гарет Эдвардс,"Джон Джашни, Томас Талл",«16+» - для детей старше 16 лет,,,,,6.1,"фантастика,боевик,триллер"
Рихард Штраус. Каприччио. Постановка Венской государственной оперы,126001214,2014-04-11T12:00:00.000Z,Прочие,"Эр А И Синема, Юнител Классик",Италия,Марко Артуро Марелли,"Михаэль Хейнзл, Магдалена Хёрбст, Мартин Шерман",«0+» - для любой зрительской аудитории,,,,,,
"Амилькаре Понкьелли. Джоконда /По пьесе Виктора Гюго ""Анджело, тиран Падуанский""/. Постановка Парижской национальной оперы",126001314,2014-04-11T12:00:00.000Z,Прочие,Эр А И Синема,Италия,Пьер Луиджи Пицци,"Лорен Метивьер, Фредерик Эллейн",«0+» - для любой зрительской аудитории,,,,,,
Elton John. The Million Dollar Piano,126001514,2014-04-25T12:00:00.000Z,Прочие,"Синема Лайв, Рокет Мьюзик Интертейнмент",Австралия,"Крис Джеро, Тони Кинг",Крис Джеро,«16+» - для детей старше 16 лет,,,,,,
Лесной патруль,124001114,2014-04-17T12:00:00.000Z,Анимационный,Неофилм,Норвегия,Расмус А.Сивертсен,"Ааге Ааберге, Ливе Бонневье",«0+» - для любой зрительской аудитории,,,,,5.6,"мультфильм,приключения,семейный"
Лесной патруль,224014814,2014-11-17T12:00:00.000Z,Анимационный,Неофилм,Норвегия,Расмус А.Сивертсен,"Ааге Ааберге, Ливе Бонневье",«0+» - для любой зрительской аудитории,,,,,5.6,"мультфильм,приключения,семейный"
Лесной патруль,224006114,2014-04-21T12:00:00.000Z,Анимационный,Неофилм,Норвегия,Расмус А.Сивертсен,"Ааге Ааберге, Ливе Бонневье",«0+» - для любой зрительской аудитории,,,,,5.6,"мультфильм,приключения,семейный"
Тайна четырех принцесс,111005714,2014-05-26T12:00:00.000Z,Художественный,"ООО ""Каро Продакшн""",Россия,О.Штром,"Ю.Обухов, А.Рязанцев",«0+» - для любой зрительской аудитории,,,,,4.8,"комедия,фэнтези"
Крылья .,111005514,2014-05-23T12:00:00.000Z,Художественный,"ОАО ""Киностудия ""Ленфильм""",Россия,А.Лобанов,В.Тельнов,«12+» - для детей старше 12 лет,,,,,7.7,драма
Соблазненные и брошенные,126002114,2014-05-27T12:00:00.000Z,Прочие,"Сэдюсед, Абандонед ",США,Джеймс Тобэк,"Алек Болдуин, Майкл Мейер",«16+» - для детей старше 16 лет,,,,,6.7,документальный
Неправильные копы,121009714,2014-05-27T12:00:00.000Z,Художественный,"Реалитизм Филмз, Кинокомпания СТВ, Руббер Филмз, Тимве, Арт/Кофинова 7",США - Россия - Франция,Квентин Дюпьё,"Грегори Бернард, Дайан Джассем, Сергей Сельянов",«18+» - запрещено для детей,,,,,6.0,"комедия,криминал"
Фрэнк.,121009814,2014-05-27T12:00:00.000Z,Художественный,"Ранэвэй Фридж Продакшнз, Элемент Пикчерз, Филм Фо, Индипродакшн",Великобритания - Ирландия,Ленни Абрахамсон,"Дэвид Баррон, Эд Гини, Стиви Ли",«16+» - для детей старше 16 лет,,,,,7.0,"драма,комедия"
Иллюзия обмана,121014013,2013-05-27T12:00:00.000Z,Художественный,"Саммит Интертейнмент, К/О Пепе Продакшн, Си Ми Луизиана",Франция-США,Луи Летерье,"Бобби Коэн, Алекс Куртцман, Роберто Орси",«12+» - для детей старше 12 лет,,,,,7.7,"триллер,криминал,детектив"
Заклятие,121018213,2013-07-15T12:00:00.000Z,Художественный,"Уорнер Бразерс, Нью Лайн Синема, Сафран Компани, Эвергрин Медиа",США,Джеймс Вон,"Дони Дероза-Грюнд, Питер Сафран",«16+» - для детей старше 16 лет,,,,,7.4,"ужасы,детектив"
Штурм Белого дома,121015513,2013-07-11T12:00:00.000Z,Художественный,"Мифолоджи Интертейнмент, Центрополис Интертейнмент, Айрон Хаус Интертейнмент ",США,Роланд Эммерих,"Джеймс Вандербилт, Лэта Калогридис, Харалд Клозер, Брэд Фишер, Ларри Джей Франко, Роланд Эммерих",«12+» - для детей старше 12 лет,,,,,6.6,"боевик,триллер"
